freq,siec,unit,geo\TIME_PERIOD	2018-01 	2018-02 	2018-03 	2018-04 	2018-05 	2018-06 	2018-07 	2018-08 	2018-09 	2018-10 	2018-11 	2018-12 	2019-01 	2019-02 	2019-03 	2019-04 	2019-05 	2019-06 	2019-07 	2019-08 	2019-09 	2019-10 	2019-11 	2019-12 	2020-01 	2020-02 	2020-03 	2020-04 	2020-05 	2020-06 	2020-07 	2020-08 	2020-09 	2020-10 	2020-11 	2020-12 	2021-01 	2021-02 	2021-03 	2021-04 	2021-05 	2021-06 	2021-07 	2021-08 	2021-09 	2021-10 	2021-11 	2021-12 	2022-01 	2022-02 	2022-03 	2022-04 	2022-05 	2022-06 	2022-07 	2022-08 	2022-09 	2022-10 	2022-11 	2022-12 	2023-01 	2023-02 	2023-03 	2023-04 	2023-05 	2023-06 	2023-07 	2023-08 	2023-09 	2023-10 	2023-11 	2023-12 	2024-01 	2024-02 	2024-03 	2024-04 	2024-05 	2024-06 	2024-07 	2024-08 	2024-09 	2024-10 	2024-11 	2024-12 	2025-01 	2025-02 
M,RA310,GWH,ES	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	7455.432 	4669.970 	6692.437 	4900.000 	5456.474 	3081.615 	3835.871 	4263.463 	3597.450 	5764.473 	6995.902 	5812.319 	5691.156 	6954.622 	6145.372 	4705.87 	4272.768 	4440.315 	4230.243 	3960.528 	4646.475 	5697.333 	4846.653 	5297.289 	7590.254 	3748.316 
M,RA310,GWH,FI	480.000 	441.000 	473.000 	319.000 	426.000 	474.000 	263.000 	465.000 	590.000 	582.000 	662.000 	441.000 	445.000 	625.000 	677.000 	466.000 	449.000 	417.000 	291.000 	428.000 	411.000 	456.000 	388.000 	676.000 	945.000 	751.000 	821.000 	585.000 	356.000 	353.000 	378.000 	365.000 	650.000 	612.000 	895.000 	706.000 	491.000 	581.000 	920.000 	619.000 	499.000 	390.000 	408.000 	542.000 	581.000 	996.000 	765.000 	895.000 	1261.000 	1006.000 	1150.000 	667.000 	858.000 	637.000 	573.000 	971.000 	814.000 	1428.000 	617.000 	1320.000 	1895.000 	1389.000 	1377.000 	950.000 	1244.000 	751.000 	580.000 	854.000 	1421.000 	1225.000 	1309.000 	1233.000 	2089 	1891 	1248 	1501 	1012 	801 	850 	1356 	1629 	2242 	2289 	2699 	2163.000 	2016.000 
M,RA310,GWH,FR	3780.562 	2605.792 	2912.186 	2034.986 	1496.775 	1267.060 	1009.080 	1287.868 	1482.012 	2291.974 	2560.473 	3405.252 	2961.959 	2618.196 	4497.511 	2347.514 	2256.921 	1892.963 	1743.802 	1653.388 	2693.030 	3425.936 	3403.557 	4685.221 	4176.266 	5908.036 	4500.314 	2283.814 	2663.418 	2052.035 	2106.276 	2048.968 	2148.635 	4322.174 	3156.791 	4385.699 	3956.264 	4244.601 	3708.309 	2946.364 	3956.147 	1350.616 	2305.496 	2222.595 	1660.870 	3486.093 	2711.001 	4322.984 	3135.466 	5251.564 	3450.034 	3552.386 	2063.484 	1836.038 	1870.877 	2069.736 	2292.277 	3424.071 	4622.103 	4351.560 	5967.059 e	3352.685 e	5879.760 e	3793.059 e	3665.227 e	2087.773 e	3233.303 e	2751.601 e	2377.634 e	4488.500 e	6421.963 e	6686.905 e	5456.405 	5824.932 	4569.760 	4639.466 	2585.964 	2388.150 	2145.984 	2155.902 	4133.248 	3374.086 	4135.618 	5469.774 	5761.372 	3686.401 
M,RA310,GWH,HR	124.079 	145.727 	130.796 	87.171 	133.129 	112.783 	80.888 	88.340 	82.150 	131.519 	118.307 	115.467 	156.934 	146.435 	151.798 	120.772 	121.639 	78.933 	77.818 	72.890 	90.155 	85.903 	172.439 	180.058 	121.359 	132.803 	201.835 	133.400 	182.153 	98.018 	123.765 	131.501 	138.054 	127.543 	143.507 	184.746 	231.023 	163.970 	198.341 	178.167 	146.119 	86.370 	120.379 	133.689 	120.366 	227.879 	206.118 	252.477 	233.620 	186.989 	263.043 	222.090 	125.044 	137.175 	189.809 	207.809 	189.635 	120.655 	233.199 	193.396 	259.017 	220.854 	206.314 	222.869 	237.109 	154.573 	115.235 	186.945 	225.719 	203.739 	254.206 	243.840 	294.193 	208.411 	248.267 	203.013 	185.598 	111.642 	191.152 	160.162 	252.014 	171.272 	286.893 	308.741 	327.904 	223.302 
M,RA310,GWH,HU	57.490 	48.471 	51.362 	69.201 	26.684 	46.548 	43.393 	27.822 	37.224 	61.872 	47.741 	71.598 	83.342 	73.748 	73.424 	72.606 	76.350 	31.491 	33.900 	29.575 	36.126 	47.521 	63.439 	83.739 	36.881 	103.171 	70.418 	36.733 	68.900 	58.409 	33.265 	30.627 	34.879 	64.638 	33.371 	54.097 	57.730 	51.010 	69.627 	75.212 	74.383 	29.299 	42.678 	31.188 	33.643 	55.229 	47.212 	67.086 	85.246 	86.916 	43.513 	66.566 	31.339 	37.380 	46.257 	34.477 	36.679 	31.883 	31.647 	50.512 	64.607 	60.857 	73.091 	66.115 	40.740 	27.184 	34.173 	29.818 	33.642 	59.041 	73.567 	56.429 	79.655 	73.099 	75.124 	65.964 	41.247 	29.1 	38.446 	26.648 	54.384 	46.816 	47.468 	56.313 	60.89 	36.507 
M,RA310,GWH,IE	1100.497 	779.462 	742.364 	699.009 	495.952 	312.300 	333.686 	541.526 	638.072 	721.376 	1014.770 	970.158 	872.584 	1108.726 	920.006 	741.249 	511.751 	577.487 	441.246 	721.142 	693.614 	806.236 	875.556 	1095.396 	1175.731 	1380.364 	911.564 	513.581 	680.591 	649.187 	671.869 	589.827 	755.551 	1170.422 	1059.920 	1248.375 	943.258 	1347.137 	966.105 	641.910 	742.172 	596.429 	303.844 	547.244 	516.255 	931.957 	932.719 	1198.511 	941.737 	1508.330 	928.474 	838.902 	868.233 	737.264 	526.914 	519.762 	647.740 	1290.530 	1375.200 	1041.092 	1211.068 	1105.607 	1122.606 	933.626 	564.269 	538.073 	877.184 	887.967 	853.168 	837.014 	1137.068 	1537.470 	1141.615 	1197.359 	1330.54 	928.997 	560.063 	640.203 	587.208 	947.575 	794.546 	1032.437 	887.614 	1318.917 	1101.391 	1475.74 
M,RA310,GWH,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2604.000 	1697.000 	1826.000 	1541.000 	1969.000 	960.000 	1403.000 	1424.000 	986.000 	1665.000 	1720.000 	2824.000 	2544.000 	2261.000 	2032.000 	2391.000 	1132.000 	1281.000 	1027.000 	1211.000 	1724.000 	1080.000 	1955.000 	1720.000 	2281.000 	1816.000 	2561.000 	2164.000 	1519.000 	1034.000 	1347.000 	1735.000 	1645.000 	1863.000 	2968.000 	2441.000 	2814 	2293 	2405 	2069 	1679 	1324 	1190 	916 	1621 	1368 	1757 	2632 	2568 	1276 
M,RA310,GWH,LT	138.673 	56.530 	99.436 	134.487 	68.946 	77.123 	61.453 	70.689 	112.702 	136.722 	83.070 	96.526 	131.275 	153.846 	178.341 	118.505 	101.813 	103.428 	99.119 	48.500 	117.500 	121.200 	133.980 	174.031 	192.684 	196.679 	127.456 	141.960 	119.675 	62.985 	100.905 	45.697 	120.796 	128.079 	138.020 	168.548 	99.302 	104.187 	129.008 	127.271 	113.722 	50.617 	59.529 	96.059 	112.098 	170.861 	160.769 	130.795 	207.919 	216.543 	89.191 	155.181 	128.496 	64.467 	101.399 	73.172 	86.972 	150.935 	96.446 	133.137 	214.366 	189.372 	250.593 	171.299 	123.776 	97.204 	174.125 	159.031 	182.378 	388.420 	223.003 	319.239 	387.754 	314.986 	311.311 	296.747 	206.428 	157.781 	180.352 	175.437 	243.429 	278.243 	357.961 	420.655 	378.905 	181.012 
M,RA310,GWH,LU	38.918 e	24.617 e	24.842 e	22.346 e	15.994 e	12.948 e	10.918 e	14.589 e	16.522 e	23.170 e	26.292 e	32.552 e	28.732 e	22.885 e	39.299 e	19.659 e	17.390 e	15.453 e	11.950 e	13.762 e	19.233 e	29.158 e	24.250 e	34.579 e	33.051 e	48.291 e	38.936 e	22.442 e	21.659 e	17.840 e	18.888 e	19.611 e	16.377 e	24.729 e	46.262 e	34.702 e	33.933 e	39.584 e	35.615 e	25.900 e	35.252 e	12.858 e	19.352 e	21.453 e	13.735 e	37.739 e	22.990 e	32.569 e	28.952 e	56.080 e	30.704 e	34.212 e	21.816 e	13.927 e	14.887 e	16.611 e	19.440 e	31.741 e	37.531 e	38.876 e	49.858 e	39.428 e	54.973 e	36.183 e	31.094 e	20.895 e	33.659 e	26.140 e	24.589 e	51.753 e	64.629 e	63.972 e	55.009 	59.948 	46.756 	49.695 	26.158 	22.973 	21.334 	20.73 	42.915 	35.152 	42.181 	50.365 	51.979 	33.856 
M,RA310,GWH,LV	14.000 	6.000 	10.000 	12.000 	6.000 	9.000 	6.000 	8.000 	16.000 	16.000 	8.000 	9.000 	13.000 	17.000 	20.000 	11.000 	11.000 	7.000 	9.000 	6.000 	13.000 	14.000 	11.000 	20.000 	24.000 	23.000 	17.000 	15.000 	13.000 	6.000 	13.000 	5.000 	14.000 	14.000 	17.000 	15.000 	9.000 	9.000 	16.000 	16.000 	11.000 	4.000 	7.000 	10.000 	11.000 	17.000 	15.000 	13.000 	20.000 	20.000 	8.000 	14.000 	11.000 	7.000 	14.000 	12.000 	14.000 	28.000 	17.000 	25.000 	34.000 	25.000 	32.000 	18.000 	15.000 	9.000 	22.000 	15.000 	18.000 	37.000 	18.000 	24.000 	37 	26 	23 	21 	14 	14 	17 	14 	15 	24 	31 	38 	31 	12 
M,RA310,GWH,MT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
M,RA310,GWH,NL	864.000 	900.000 	900.000 	488.000 	395.000 	600.000 	294.000 	900.000 	900.000 	902.000 	692.000 	895.000 	898.607 	655.864 	1059.381 	548.795 	450.550 	414.018 	341.252 	502.497 	611.734 	753.151 	631.510 	1067.707 	1105.987 	1470.021 	1075.857 	603.739 	580.624 	512.060 	554.590 	536.750 	526.623 	1028.845 	911.626 	948.867 	953.696 	949.027 	914.676 	745.388 	789.797 	346.505 	593.027 	774.352 	524.700 	1276.368 	855.448 	1253.929 	1448.857 	2039.127 	864.235 	1227.417 	815.759 	634.417 	611.300 	505.189 	746.371 	1248.699 	1650.839 	1329.765 	2046.418 	1331.151 	1691.325 	1278.544 	912.555 	864.733 	1414.147 	887.681 	850.345 	1786.829 	2106.848 	2444.547 	2266.489 	2216.236 	1543.445 	1796.875 	826.782 	912.252 	976.562 	923.594 	1178.099 	1191.852 	1409.669 	2275.986 	1581.023 	1355.018 
M,RA310,GWH,PL	1711.773 	594.638 	1108.090 	1275.428 	797.923 	748.039 	674.737 	682.360 	985.419 	1440.952 	1010.325 	1457.661 	1541.634 	1514.338 	1775.231 	1230.862 	1002.763 	743.886 	893.691 	588.167 	1176.146 	1149.931 	1326.235 	1760.090 	1863.674 	2139.094 	1473.405 	1218.739 	1118.020 	733.992 	858.783 	682.638 	907.871 	1304.337 	1260.882 	1692.407 	1253.160 	1289.368 	1417.700 	1390.181 	1404.014 	662.819 	709.222 	1054.057 	1053.893 	2181.775 	1719.481 	1861.418 	2574.896 	2686.254 	1219.405 	1706.811 	1383.618 	918.195 	1258.920 	750.843 	1115.399 	1691.051 	1257.036 	1970.138 	2466.095 	2259.382 	2276.633 	1470.003 	1486.763 	945.937 	1237.323 	1346.844 	1239.832 	2512.048 	2254.225 	3113.682 	3038.467 	2649.873 	2245.528 	2010.252 	1462.815 	1091.258 	1157.698 	1235.156 	2198.046 	2114.905 	2354.896 	2619.732 	3122.667 	1433.159 
M,RA310,GWH,PT	1375.000 	1164.000 	1952.000 	1111.000 	723.000 	704.000 	614.000 	749.000 	434.000 	1195.000 	1383.000 	1126.000 	1433.000 	918.000 	1093.000 	1193.000 	1160.699 	799.433 	707.004 	827.717 	906.657 	1056.592 	1949.137 	1541.045 	1323.931 	817.367 	1292.709 	913.748 	685.765 	819.930 	729.969 	866.285 	767.096 	1218.566 	1155.736 	1566.832 	1468.018 	1473.568 	1078.708 	654.152 	1077.821 	790.636 	940.078 	713.861 	813.339 	923.326 	1257.859 	1856.519 	1295.152 	904.070 	1509.306 	1161.570 	854.821 	816.890 	773.488 	730.628 	927.998 	1206.479 	1298.669 	1629.312 	1431.105 	1189.871 	1166.651 	869.432 	1139.582 	675.020 	924.908 	992.732 	732.085 	1355.656 	1383.640 	1217.215 	1228.349 	1526.307 	1591.478 	1147.723 	1095.97 	741.235 	768.763 	860.511 	1078.735 	1454.233 	1477.091 	1274.653 	1807.332 	919.644 
M,RA310,GWH,RO	668.000 	769.000 	587.000 	540.000 	508.000 	344.000 	203.000 	354.000 	501.000 	592.000 	584.000 	611.000 	795.000 	643.000 	658.000 	622.000 	547.000 	377.000 	304.000 	432.000 	447.000 	370.000 	762.000 	748.000 	633.000 	800.000 	846.000 	623.000 	658.000 	283.000 	368.000 	431.000 	537.000 	537.000 	396.000 	767.000 	803.000 	502.000 	695.000 	418.000 	514.000 	447.000 	366.000 	341.000 	439.000 	578.000 	545.000 	864.000 	1010.000 	670.000 	798.000 	753.000 	363.000 	376.000 	422.000 	447.000 	508.000 	394.000 	571.000 	596.000 	928.000 	818.000 	595.000 	703.000 	491.000 	345.000 	491.000 	442.000 	623.000 	621.000 	728.000 	688.000 	797 	740 	588 	485 	428 	348 	339 	342 	522 	434 	540 	738 	493 	507 
M,RA310,GWH,SE	1514.412 	1127.581 	1159.997 	1288.867 	1034.374 	1328.239 	652.739 	1293.939 	1947.922 	1987.507 	1661.127 	1641.641 	1840.125 	2085.558 	2375.331 	1325.816 	1408.648 	1356.900 	1055.425 	1197.081 	1656.902 	1637.777 	1484.445 	2478.308 	3513.817 	3051.182 	2975.291 	2503.025 	1668.486 	1151.651 	1770.419 	1203.586 	2368.672 	2227.361 	3119.813 	2035.777 	1589.930 	2357.550 	2944.500 	2637.840 	1456.130 	1324.290 	1518.640 	1854.590 	2175.900 	3257.010 	2797.030 	2926.920 	4127.180 	3551.950 	3242.360 	2183.710 	2704.250 	1812.600 	2198.360 	1892.680 	1959.090 	3397.650 	2231.570 	2997.230 	3927.430 	3977.610 	3340.920 	2067.529 	2584.411 	1881.096 	2125.727 	1834.734 	3033.230 	3365.652 	2757.033 	2849.757 	4605.543 	3723.056 	2714.757 	2840.852 	2197.506 	2282.938 	2096.451 	3055.189 	2769.493 	3894.088 	4575.678 	5473.009 	4483.874 	3333.210 
M,RA310,GWH,SI	0.418 	0.669 	0.619 	0.328 	0.518 	0.311 	0.176 	0.523 	0.364 	0.787 	0.896 	0.411 	0.751 	0.523 	0.684 	0.463 	0.420 	0.280 	0.277 	0.523 	0.640 	0.429 	0.564 	0.584 	0.482 	0.361 	0.879 	0.614 	0.594 	0.150 	0.331 	0.393 	0.589 	0.380 	0.698 	0.736 	0.577 	0.496 	0.496 	0.418 	0.389 	0.150 	0.203 	0.456 	0.307 	0.610 	0.879 	0.554 	0.427 	0.405 	0.689 	0.431 	0.445 	0.255 	0.548 	0.485 	0.373 	0.323 	0.680 	0.613 	0.797 	0.587 	0.461 	0.479 	1.118 	0.390 	0.322 	0.345 	0.642 	0.468 	0.382 	0.370 	0.7 	0.289 	0.297 	0.573 	0.312 	0.363 	0.446 	0.353 	0.64 	0.751 	0.877 	1.005 	0.863 	0.941 
M,RA310,GWH,SK	1.000 	0.000 n	0.000 n	1.000 	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	1.000 	1.000 	1.000 	0.000 n	0.000 n	0.000 n	1.000 	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	1.000 	1.000 	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	1.000 	1.000 	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
M,RA320,GWH,AT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
M,RA320,GWH,BE	367.899 	324.321 	276.214 	200.042 	174.390 	214.404 	133.915 	210.993 	285.815 	333.158 	395.036 	454.942 	415.633 	307.786 	458.430 	293.277 	264.793 	298.847 	225.755 	397.699 	461.669 	523.501 	460.089 	625.024 	645.166 	841.529 	710.667 	348.169 	426.296 	350.303 	368.245 	370.743 	467.713 	915.472 	692.029 	827.123 	746.197 	828.067 	617.815 	492.186 	468.694 	216.473 	411.360 	539.347 	340.142 	821.824 	599.918 	805.926 	656.924 	1023.806 	394.157 	578.569 	386.785 	353.780 	274.362 	256.561 	432.166 	640.062 	890.783 	718.400 	959.396 	556.764 	815.578 	513.545 	435.767 	397.005 	699.453 	427.606 	344.419 	800.784 	958.108 	1092.414 	936.765 	858.357 	579.093 	782.191 	339.743 	381.122 	402.967 	469.604 	518.968 	444.385 	555.455 	885.384 	570.657 	537.269 
M,RA320,GWH,BG	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
M,RA320,GWH,CY	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
M,RA320,GWH,CZ	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0.000 	0.000 
M,RA320,GWH,DE	1939.000 e	1587.000 e	1667.000 e	1641.000 e	1340.000 e	1158.000 e	768.000 e	1075.000 e	1810.000 e	2037.000 e	2004.000 e	2453.000 e	2212.000 e	1968.000 e	2586.000 e	1736.000 e	1815.000 e	1483.000 e	1694.000 e	1373.000 e	2013.000 e	2369.000 e	2258.000 e	3059.000 e	3328.000 e	3042.000 e	2658.000 e	1858.000 e	1589.000 e	1461.000 e	1589.000 e	1599.000 e	1732.000 e	2990.000 e	2610.000 e	2658.000 e	2295.000 e	2783.000 e	2391.000 e	1801.000 e	1304.000 e	1058.000 e	1272.000 e	1933.000 e	1373.000 e	2969.000 e	2568.000 e	2591.000 e	3179.000 e	3028.000 e	1420.000 e	1944.000 e	1501.000 e	1178.000 e	1797.000 e	1027.000 e	1936.000 e	2506.000 e	2859.000 e	2714.000 e	2767.000 e	1659.000 e	2466.000 e	1752.000 e	1601.000 e	1204.000 e	1816.000 e	1207.000 e	1353.000 e	2616.000 e	2352.000 e	3034.000 e	3080 e	2822 e	2776 e	2217 e	1545 e	1579 e	1658 	1450 e	1854 	2294 	2276 	2530 	2590 	2302 
M,RA320,GWH,DK	463.994 	380.641 	418.402 	405.480 	262.654 	307.146 	219.834 	328.837 	477.354 	497.534 	379.332 	488.638 	470.536 	438.599 	574.090 	373.105 	543.891 	410.720 	477.497 	381.678 	647.266 	557.369 	590.594 	732.224 	828.401 	746.528 	616.081 	464.903 	487.667 	324.382 	506.857 	307.974 	454.248 	650.042 	623.526 	592.478 	524.807 	661.709 	621.925 	619.314 	513.888 	379.363 	506.964 	645.620 	519.587 	895.161 	833.797 	870.567 	1081.887 	1102.762 	566.475 	644.842 	598.288 	404.322 	725.873 	334.646 	678.408 	783.255 	982.108 	838.969 	997.705 	781.954 	838.983 	654.091 	637.837 	376.261 	651.158 	449.018 	511.334 	891.179 	784.738 	991.843 	1109.041 	1042.385 	982.982 	826.774 	653.757 	638.043 	558.312 	541.854 	653.205 	898.64 	794.42 	1032.107 	1029.867 	748.111 
M,RA320,GWH,EE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
M,RA320,GWH,EL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
M,RA320,GWH,ES	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0.000 n	0 n	0 n	0 n	0 n	0 n	0 n	0 n	0 n	0 n	0 n	0 n	0 n	0 n	0.000 n
M,RA320,GWH,FI	20.000 	18.000 	18.000 	14.000 	17.000 	21.000 	12.000 	22.000 	27.000 	27.000 	27.000 	22.000 	21.000 	29.000 	29.000 	20.000 	19.000 	19.000 	14.000 	21.000 	18.000 	19.000 	18.000 	29.000 	36.000 	29.000 	32.000 	26.000 	18.000 	13.000 	17.000 	14.000 	24.000 	23.000 	34.000 	29.000 	17.000 	20.000 	31.000 	23.000 	17.000 	15.000 	17.000 	18.000 	18.000 	35.000 	24.000 	23.000 	33.000 	26.000 	27.000 	17.000 	21.000 	17.000 	16.000 	20.000 	16.000 	28.000 	17.000 	22.000 	32.000 	23.000 	21.000 	13.000 	23.000 	14.000 	11.000 	14.000 	27.000 	21.000 	17.000 	17.000 	26 	25 	18 	20 	12 	13 	12 	19 	19 	27 	27 	31 	26.000 	22.000 
